#format is opcode/nemonic/addressing mode/bytes/cycles/flags
0x7C,NOP,ABSX,3,4
0xDC,NOP,ABSX,3,4
0xFC,NOP,ABSX,3,4

0x9B,TAS,ABSY,3,5

0x8B,XAA,IMM,2,2

0x9C,SHY,ABSX,3,5

0x9E,SHX,ABSY,3,5

0x47,SRE,ZP,2,5
0x57,SRE,ZPX,2,6
0x4F,SRE,ABS,3,6
0x5F,SRE,ABSX,3,7
0x5B,SRE,ABSY,3,7
0x43,SRE,INDX,2,8
0x53,SRE,INDY,2,8

0xEB,SBC,IMM,2,2

0x67,RRA,ZP,2,5
0x77,RRA,ZPX,2,6
0x6F,RRA,ABS,3,6
0x7F,RRA,ABSX,3,7
0x7B,RRA,ABSY,3,7
0x63,RRA,INDX,2,8
0x73,RRA,INDY,2,8

0x27,RLA,ZP,2,5
0x37,RLA,ZPX,2,6
0x2F,RLA,ABS,3,6
0x3F,RLA,ABSX,3,7
0x3B,RLA,ABSY,3,7
0x23,RLA,INDX,2,8
0x33,RLA,INDY,2,8

0x1A,NOP,IMP,1,2
0x3A,NOP,IMP,1,2
0x5A,NOP,IMP,1,2
0x7A,NOP,IMP,1,2
0xDA,NOP,IMP,1,2
0xFA,NOP,IMP,1,2

0xA7,LAX,ZP,2,3
0xB7,LAX,ZPY,2,4
0xAF,LAX,ABS,3,4
0xBF,LAX,ABSY,3,4
0xA3,LAX,INDX,2,6
0xB3,LAX,INDY,2,5
0xAB,LAX,IMM,2,2

0xBB,LAS,ABSY,3,4

0xE7,ISC,ZP,2,5
0xF7,ISC,ZPX,2,6
0xEF,ISC,ABS,3,6
0xFF,ISC,ABSX,3,7
0xFB,ISC,ABSY,3,7
0xE3,ISC,INDX,2,8
0xF3,ISC,INDY,2,8

0xC7,DCP,ZP,2,5
0xD7,DCP,ZPX,2,6
0xCF,DCP,ABS,3,6
0xDF,DCP,ABSX,3,7
0xDB,DCP,ABSY,3,7
0xC3,DCP,INDX,2,8
0xD3,DCP,INDY,2,8

0xCB,AXS,IMM,2,2

0x9F,AHX,ABSY,3,5
0x93,AHX,INDY,2,6

0x4B,ALR,IMM,2,2

0x87,SAX,ZP,2,3
0x97,SAX,ZPY,2,4
0x83,SAX,INDX,2,6
0x8F,SAX,ABS,3,4

0x6B,ARR,IMM,2,2
